model_year,KM,HP,Litros,Cilindros,price_eur
2007,90123,300.0,4.2,8.0,16380
2020,126655,187.0,2.5,4.0,16380
2019,152324,275.0,3.7,6.0,33670
2015,55450,300.0,3.0,6.0,25480
2016,157716,355.0,5.3,8.0,27300
2022,161,277.0,3.0,6.0,56874
2013,93342,400.0,4.4,8.0,16289
2021,59258,,3.5,6.0,44838
2014,88514,302.0,3.5,6.0,17518
2020,119133,,3.8,6.0,29951
2014,145399,300.0,3.0,6.0,19838
2019,68600,485.0,6.4,8.0,38220
2009,91733,232.0,1.3,,12740
2022,7649,355.0,5.3,8.0,51870
2004,233355,217.0,4.6,8.0,14105
2018,116677,362.0,3.0,6.0,54600
2019,89513,,3.6,6.0,31451
2013,56198,440.0,4.7,8.0,35399
2020,34062,,5.7,8.0,41956
2024,3288,401.0,6.6,8.0,74165
2016,40042,265.0,2.7,6.0,45499
2021,45974,,4.0,,40745
2021,24140,248.0,2.0,4.0,36395
2023,10694,,2.0,,39949
2021,71547,,,,36944
2004,178471,287.0,3.5,6.0,10465
2013,47315,320.0,3.0,6.0,26390
2004,64391,350.0,5.7,8.0,21385
2019,42389,308.0,3.6,6.0,33442
2015,113459,340.0,3.0,6.0,24115
2019,185075,310.0,3.5,6.0,35490
2007,284854,320.0,5.3,8.0,9782
2020,23657,778.0,,,57330
2022,32992,425.0,,,42315
2022,25016,134.0,1.5,3.0,25480
2013,155171,199.0,2.4,4.0,13649
2010,101389,500.0,4.8,8.0,35035
2001,275198,181.0,4.0,6.0,13650
2023,14484,490.0,6.2,8.0,83720
2023,563,523.0,4.4,8.0,177450
2008,158219,170.0,2.5,4.0,6820
2023,8056,,5.3,8.0,54227
2018,149347,420.0,6.2,8.0,30940
2018,43797,300.0,3.0,6.0,37264
2023,8744,,,,87358
2016,146450,381.0,5.7,8.0,62335
2004,230136,335.0,5.7,8.0,2912
2013,63968,188.0,3.0,6.0,50045
2020,53108,450.0,3.5,6.0,57329
2003,114263,165.0,2.5,4.0,13559
2015,106217,199.0,2.4,4.0,14469
2017,66868,247.0,2.0,4.0,19105
2023,1513,,,,132860
2007,118287,480.0,3.6,6.0,68704
2014,152888,370.0,5.7,8.0,16289
2016,102029,252.0,2.0,4.0,17745
2022,17967,293.0,3.6,6.0,34125
2001,536493,250.0,7.3,8.0,15470
2014,35084,525.0,5.2,10.0,106470
2017,115815,240.0,2.0,4.0,17062
2020,102797,395.0,5.7,8.0,38129
2021,38624,290.0,,,34580
2006,257318,225.0,3.3,6.0,5915
2015,94951,425.0,3.0,6.0,48685
2021,53752,250.0,2.0,4.0,25480
2022,15495,444.0,2.9,6.0,71435
2014,126443,188.0,2.0,4.0,14105
2017,55522,503.0,4.0,8.0,58786
2019,29646,369.0,1.5,3.0,77350
2023,3392,835.0,,,82810
2018,130679,316.0,2.0,4.0,26231
2010,43452,268.0,3.5,6.0,20475
2012,12846,414.0,4.0,8.0,47229
2021,3219,280.0,2.0,4.0,35490
2007,311934,239.0,4.0,6.0,13604
2017,155049,445.0,6.6,8.0,48230
2021,3787,,4.0,8.0,145145
2021,26615,,,,23658
2016,204598,227.0,2.5,4.0,15261
2021,118844,,5.3,8.0,55505
2019,91375,321.0,3.0,6.0,38128
2021,53591,188.0,3.0,6.0,40950
2014,148060,445.0,4.4,8.0,21840
2023,21887,355.0,3.0,6.0,59150
2014,190707,155.0,2.0,4.0,10465
2022,27331,,,,37308
2020,15562,444.0,3.0,6.0,94185
2004,117482,500.0,8.3,10.0,20475
2021,65983,335.0,3.0,6.0,45500
2001,84772,260.0,4.6,8.0,15465
2004,96979,380.0,5.4,8.0,27755
2017,133535,301.0,4.6,8.0,28210
2010,110240,204.0,2.5,6.0,16835
2021,28704,,2.0,,29059
2019,112286,227.0,2.5,4.0,25025
2015,201168,240.0,2.0,4.0,13650
2023,26071,227.0,2.5,4.0,33579
2017,61477,285.0,3.6,6.0,26845
2020,24945,268.0,2.0,4.0,27300
2015,42809,425.0,3.0,6.0,48230
2017,47828,385.0,6.2,8.0,28210
2018,177639,316.0,2.0,4.0,20020
2021,46507,523.0,4.4,8.0,64610
2020,74030,335.0,3.0,6.0,50049
2022,11668,181.0,2.0,4.0,32413
2005,201973,245.0,3.5,6.0,3594
2012,120298,188.0,1.6,4.0,11375
2016,146753,450.0,4.0,8.0,27295
2012,30705,182.0,2.4,4.0,14555
2007,41389,260.0,2.0,4.0,16289
2023,21295,346.0,,,40950
2021,58741,420.0,6.2,8.0,77350
2003,234964,200.0,3.0,6.0,3822
2004,56971,302.0,5.0,8.0,22659
2022,3088,,,12.0,263892
2022,25750,445.0,6.6,8.0,67335
2013,185075,429.0,4.6,8.0,32760
2014,151999,200.0,2.5,4.0,14559
2022,7660,,4.0,8.0,208390
2016,235286,420.0,6.2,8.0,22295
2019,30578,,3.6,6.0,30250
2011,247546,400.0,6.7,8.0,27118
2020,55651,335.0,3.0,6.0,50960
2002,220480,250.0,7.3,8.0,13650
2010,222204,106.0,1.5,4.0,4550
2008,306805,140.0,1.8,4.0,5005
2009,141622,480.0,3.8,6.0,51870
2022,36210,523.0,4.4,8.0,68249
2018,103830,450.0,3.5,6.0,43675
2016,140412,300.0,3.7,6.0,18199
2022,5504,,6.7,12.0,363954
2019,78604,,4.0,6.0,36270
2015,178637,240.0,2.0,4.0,13650
2014,243655,333.0,3.0,6.0,14014
2013,143232,344.0,3.8,6.0,11375
2005,246970,302.0,5.0,8.0,5278
2013,179881,211.0,2.0,4.0,15470
2012,238790,138.0,1.4,4.0,5005
2015,43452,560.0,4.4,8.0,47775
2018,104607,518.0,,,37310
2016,28164,132.0,1.8,4.0,13741
2018,29773,600.0,6.0,12.0,104650
2022,19312,315.0,2.7,6.0,60059
2011,108631,230.0,3.0,6.0,16380
2016,192880,268.0,3.5,6.0,17290
2009,168551,320.0,5.3,8.0,13650
2017,93210,340.0,3.0,6.0,30485
2017,95278,248.0,2.0,4.0,20930
2023,19312,275.0,2.3,4.0,49140
2020,25766,565.0,3.8,6.0,103740
2018,66812,,2.0,,25708
2018,114766,305.0,3.6,6.0,16288
2020,65983,280.0,2.0,4.0,29484
2018,39204,271.0,,,28665
2012,43340,107.0,,,6097
2019,31339,,,,28845
2022,2956,,3.0,,163709
2014,159486,550.0,4.8,8.0,29120
2010,143875,381.0,5.7,8.0,24479
2014,43935,365.0,3.5,6.0,19565
2018,53913,518.0,,,47229
2018,125529,475.0,6.4,8.0,40677
2021,51063,,1.5,,26949
2018,79307,200.0,,,15925
2023,32382,311.0,3.5,6.0,42883
2016,154497,416.0,4.0,8.0,59150
2013,128426,375.0,5.0,8.0,27291
2011,176870,122.0,1.8,4.0,4095
2018,227231,,6.0,8.0,25934
2002,112654,175.0,3.9,6.0,7280
2021,6598,285.0,3.6,6.0,50050
2017,115750,179.0,1.5,4.0,12467
2011,239792,262.0,3.5,6.0,7279
2022,25117,,5.7,8.0,41859
2023,4184,,4.0,8.0,218395
2017,154497,355.0,5.3,8.0,30940
2020,141881,,6.2,8.0,44489
2018,83203,375.0,2.0,4.0,29120
2007,133576,230.0,3.0,6.0,8185
2011,136794,300.0,3.6,6.0,19565
2018,58741,220.0,2.0,4.0,23205
2022,16093,152.0,2.0,4.0,25480
2022,35406,455.0,6.2,8.0,45500
2023,1754,500.0,,,62562
2015,240001,350.0,6.7,6.0,31850
2021,10919,,,,99099
2007,17743,505.0,7.0,8.0,43225
2004,299526,245.0,4.0,6.0,11830
2017,115873,395.0,5.7,8.0,22022
2021,82641,,5.3,8.0,39264
2016,163167,245.0,2.0,4.0,14560
1997,215705,285.0,5.7,8.0,6552
2020,37329,,2.0,,35399
2021,34565,,,,25296
2017,91733,302.0,3.5,6.0,26845
2005,210824,469.0,5.4,8.0,15015
2014,284854,385.0,6.7,6.0,36855
2016,216706,,3.6,6.0,16426
2015,43452,426.0,6.2,8.0,30030
2022,3235,382.0,3.0,6.0,50050
2017,54415,111.0,,,13649
2018,86100,325.0,2.7,6.0,28665
2019,56726,,,,49138
2021,70811,475.0,6.7,8.0,66430
2011,193121,288.0,3.6,6.0,6825
2019,35888,349.0,3.0,6.0,35489
2008,128748,430.0,6.2,8.0,28210
2020,61155,285.0,3.6,6.0,40950
2011,314627,310.0,5.4,8.0,8189
2022,57837,,3.8,6.0,39429
2016,129552,280.0,3.5,6.0,20930
1998,240496,182.0,4.0,8.0,9095
2023,3021,443.0,3.0,6.0,169214
2014,75040,,2.4,,13980
2016,121472,445.0,4.4,8.0,25388
2021,40234,191.0,2.5,4.0,25935
2014,204960,328.0,3.7,6.0,18191
2002,77249,310.0,5.7,8.0,20019
2005,225308,302.0,4.6,8.0,1820
2020,112411,,3.5,6.0,43816
2015,141622,302.0,3.5,6.0,17745
2021,4010,,,,37854
2017,93342,550.0,5.0,8.0,46865
2007,96078,200.0,2.0,4.0,9100
2022,48280,455.0,,,47319
2019,74030,265.0,2.0,4.0,26390
2016,117134,449.0,4.7,8.0,31759
2008,152329,360.0,4.8,8.0,6643
2010,145332,250.0,3.5,6.0,10920
2014,200693,283.0,3.6,6.0,5914
2020,67592,181.0,1.5,3.0,17290
2017,167156,295.0,3.5,6.0,22477
2021,13213,401.0,6.6,8.0,50050
2017,188293,342.0,6.0,8.0,34580
2022,24853,670.0,,,76895
2020,49729,182.0,2.5,4.0,19110
2023,521,,,,181998
2014,200685,410.0,6.4,8.0,27300
2015,33957,430.0,4.7,8.0,72800
2022,3573,395.0,3.0,6.0,105559
2014,203582,300.0,3.0,6.0,13650
2004,70336,350.0,5.7,8.0,23569
2021,11890,,3.6,6.0,39733
2021,14713,430.0,3.5,6.0,55965
2007,218871,273.0,4.7,8.0,11375
2020,85941,375.0,3.5,6.0,35945
2013,224270,333.0,3.0,6.0,19019
2002,86663,340.0,8.1,8.0,15379
2014,222757,365.0,3.5,6.0,14105
2018,10498,,3.5,6.0,130949
2019,66788,369.0,1.5,3.0,78260
2009,197949,300.0,3.0,6.0,13650
2016,109757,300.0,3.7,6.0,15242
2012,184270,403.0,6.2,8.0,14651
2021,44431,,,6.0,67246
2012,78858,400.0,4.8,8.0,37765
2016,88514,333.0,3.0,6.0,25480
2022,49890,200.0,,,32760
2007,96078,268.0,3.5,6.0,8645
2017,98170,610.0,5.2,10.0,127400
2017,88514,340.0,3.0,6.0,22750
2020,90521,,3.6,6.0,35712
2020,35707,,3.6,6.0,41387
2011,133516,332.0,6.0,8.0,19105
2010,124563,416.0,5.0,8.0,31395
2006,247586,300.0,4.4,8.0,9054
1994,143463,,,,5368
2022,1749,,3.0,6.0,253890
2005,306411,184.0,2.5,6.0,4550
2005,62259,483.0,4.3,8.0,90999
2017,107826,300.0,3.0,6.0,20930
2022,48765,,3.5,6.0,62262
2007,40209,236.0,4.0,6.0,30558
2015,138404,317.0,5.6,8.0,26845
2023,724,395.0,3.0,6.0,112840
1999,400860,220.0,3.0,6.0,3185
2013,98403,560.0,4.4,8.0,34125
2011,285984,179.0,2.5,4.0,7007
2021,43452,270.0,4.0,6.0,44135
2017,134055,248.0,2.0,4.0,16653
2009,178637,197.0,3.8,6.0,7189
2011,162190,300.0,3.0,6.0,10920
2023,4793,,,,41403
2004,232985,210.0,3.7,6.0,5915
2022,26001,,3.5,6.0,35845
2019,124142,,,,45498
2020,141622,425.0,,,32305
2022,12231,455.0,6.2,8.0,41860
2021,36049,471.0,5.0,8.0,74529
2019,91176,,6.2,8.0,39913
1994,136794,,,,7189
2022,32700,300.0,2.5,4.0,40267
2010,240533,202.0,3.8,6.0,9737
2019,30658,383.0,5.7,8.0,69979
2019,37726,285.0,3.6,6.0,40495
2020,31706,,,,50958
2021,237916,,3.6,6.0,29722
1993,194158,,,,3822
1974,10005,,,,104650
2021,43452,285.0,3.6,6.0,34125
2022,26876,181.0,1.5,3.0,28210
2011,19795,430.0,6.2,8.0,40950
2022,53108,228.0,2.0,4.0,27299
2017,120701,248.0,2.0,4.0,18200
2022,20921,261.0,2.0,4.0,54600
2022,17846,,6.2,8.0,73619
2021,28968,362.0,3.0,6.0,56420
2017,77570,240.0,2.0,4.0,22748
2016,122632,420.0,3.6,6.0,38220
2019,72683,,2.3,,32478
2020,49729,,2.5,,25165
2017,220480,186.0,2.0,4.0,10005
2014,135909,302.0,3.5,6.0,17290
2023,11932,425.0,,,51429
2013,320047,350.0,6.7,6.0,22750
2018,102113,220.0,2.0,4.0,22136
2015,143071,354.0,3.5,6.0,14105
2019,16898,463.0,4.0,8.0,70889
2008,259104,390.0,6.0,8.0,15470
2023,2157,177.0,1.6,4.0,37310
1999,77335,220.0,4.6,8.0,8645
2021,98358,,2.5,,24101
2021,45483,,,,45498
2008,260714,263.0,2.3,4.0,5915
2015,260714,155.0,2.0,4.0,10465
2017,116999,300.0,3.0,6.0,25024
2015,256690,420.0,6.2,8.0,17108
2019,37148,255.0,2.0,4.0,30485
2018,24229,416.0,3.5,6.0,53690
2013,91708,400.0,3.8,6.0,59969
2022,58410,,6.7,8.0,70557
2022,26554,308.0,3.6,6.0,29939
2010,434338,381.0,5.7,8.0,20475
2017,74828,375.0,5.6,8.0,37310
2013,143537,305.0,3.7,6.0,14104
2021,24703,420.0,6.2,8.0,85085
2014,59015,400.0,3.8,6.0,75074
2016,103964,440.0,3.6,6.0,37310
2014,133540,445.0,4.4,8.0,17017
2020,45979,,,,50958
2022,21364,,3.6,6.0,38765
2005,320736,270.0,3.2,6.0,4459
2019,92537,365.0,3.3,6.0,30021
2008,239374,224.0,2.5,4.0,13195
2022,4748,379.0,3.0,6.0,119210
2013,33474,252.0,2.0,4.0,18013
2020,10622,550.0,4.0,8.0,117299
2016,78053,180.0,2.4,4.0,14559
2018,46349,362.0,3.0,6.0,43680
2014,198361,386.0,4.6,8.0,22745
2013,124962,536.0,5.5,8.0,36400
2021,19312,444.0,2.9,6.0,70525
2020,114585,250.0,2.0,4.0,17199
2017,257495,152.0,2.0,4.0,7052
2023,25492,296.0,2.0,4.0,63609
2006,16093,571.0,6.2,12.0,235690
2021,64290,,2.4,,33480
2016,83855,220.0,2.0,4.0,18654
2014,123678,429.0,4.7,8.0,30029
2018,119333,420.0,6.2,8.0,40950
2019,42591,,2.0,,22748
2001,201168,200.0,2.2,4.0,16380
