Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto
Outra,Veloster Turbo R-Spec,2014,205996,Gasoline,201.0,1.6,4.0,Manual,Outra,Outra,None reported,Yes,10010,10917.54
Outra,Macan S,2016,80467,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,32760,32185.09
Outra,300C Base,2013,140818,Gasoline,292.0,3.6,6.0,Automatic,white,beige,None reported,Yes,12512,12563.93
BMW,X5 xDrive35i,2014,230539,Gasoline,300.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,11829,13054.05
BMW,335 is,2012,139416,Gasoline,320.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,19105,18911.07
Chevrolet,Silverado 1500 RST,2020,30899,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,63699,56832.34
BMW,M5 Base,2018,32992,Gasoline,600.0,4.4,8.0,Automatic,Outra,Black,None reported,Yes,60970,60116.69
Outra,Genesis 4.6,2010,246764,Gasoline,378.0,4.6,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,9100,9943.04
Outra,E-PACE 300 Sport,2021,37981,Hybrid,296.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,39129,38330.18
Outra,Grand Cherokee Laredo,2011,158775,Gasoline,360.0,5.7,8.0,Automatic,white,Outra,None reported,Yes,13645,14002.15
Outra,Land Cruiser Base,2008,281635,Gasoline,381.0,5.7,8.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,34489,24814.24
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,118287,Gasoline,241.0,2.0,4.0,Automatic,white,Black,None reported,Yes,17290,17116.39
BMW,M3 Base,2006,153612,Gasoline,333.0,3.2,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,38220,31500.94
Outra,Accent GLS,2014,205901,Gasoline,138.0,1.6,4.0,Automatic,Outra,Outra,None reported,Yes,6825,8374.11
BMW,335 is,2011,131966,Gasoline,320.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,18200,18814.6
Outra,Camry Solara SLE,2008,117482,Gasoline,210.0,3.3,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,10465,9947.69
Ford,F-250 Lariat,2017,81722,Diesel,440.0,6.7,8.0,Automatic,white,Black,None reported,Yes,55510,48631.11
Outra,Escalade ESV Premium Luxury,2021,85567,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,74165,70967.22
Outra,Sonata Hybrid Base,2012,247839,Hybrid,206.0,2.4,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7735,8096.05
Outra,Forte GT-Line,2021,39484,Gasoline,147.0,2.0,4.0,CVT,white,Black,None reported,Yes,19929,20808.27
Outra,350Z NISMO,2008,123115,Gasoline,306.0,3.5,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,25480,20276.28
Outra,718 Cayman GTS,2018,26200,Gasoline,365.0,2.5,4.0,DCT,Outra,Black,None reported,Yes,77805,69336.95
Outra,F-PACE SVR,2020,62443,Gasoline,550.0,5.0,8.0,DCT,Black,Black,None reported,Yes,52325,54943.47
Outra,Mark LT Base,2006,140818,Gasoline,300.0,5.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11829,12665.8
Mercedes-Benz,SL-Class SL500 Roadster,2004,74030,Gasoline,302.0,5.0,8.0,Automatic,white,Outra,None reported,Yes,17156,17447.56
Outra,Cooper S Base,2006,160291,Gasoline,168.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,5005,5468.85
Mercedes-Benz,E-Class E 350 4MATIC,2009,275198,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,4322,5580.12
Outra,Rover Range Rover Sport HSE,2013,178637,Gasoline,375.0,5.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,13650,16389.28
Outra,Town & Country LX,2009,118287,Gasoline,170.0,3.3,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7151,8473.31
Mercedes-Benz,SL-Class SL 550,2014,205191,Gasoline,429.0,4.7,8.0,DCT,white,Outra,None reported,Yes,26390,25791.91
BMW,i8 Base,2015,82077,Plug-In Hybrid,357.0,1.5,3.0,DCT,Outra,Outra,None reported,Yes,48230,49688.11
Outra,1500 Rebel,2020,92215,Gasoline,395.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,39585,40055.84
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,205996,Gasoline,353.0,6.0,8.0,Automatic,Outra,Black,None reported,Yes,21385,19993.01
Outra,Wrangler Sport,2002,166567,Gasoline,190.0,4.0,6.0,Manual,Outra,Outra,None reported,Yes,11375,11625.68
Ford,Bronco Wildtrak Advanced,2022,25106,Gasoline,315.0,2.7,6.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,62785,60779.05
Outra,RC F Base,2015,82720,Gasoline,467.0,5.0,8.0,Automatic,Outra,Outra,None reported,Yes,39130,39725.53
Ford,Mustang GT Premium,2019,57132,Gasoline,460.0,5.0,8.0,Automatic,white,Black,None reported,Yes,29393,34362.98
Outra,A8 4.0T,2014,154880,Gasoline,420.0,4.0,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,20475,22932.37
Ford,Mustang GT,2016,57936,Gasoline,435.0,5.0,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,28210,29489.81
Outra,Avalon Limited,2008,179120,Gasoline,268.0,3.5,6.0,DCT,Outra,beige,None reported,Yes,7189,8152.49
Outra,F-PACE 25t Premium,2019,46671,Gasoline,247.0,2.0,4.0,Automatic,white,Black,None reported,Yes,31395,29597.97
BMW,650 i,2009,56327,Gasoline,360.0,4.8,8.0,Automatic,Black,Black,None reported,Yes,16835,25820.58
Chevrolet,Corvette Base,2007,32509,Gasoline,400.0,6.0,8.0,Automatic,Outra,Outra,None reported,Yes,25025,28297.49
Outra,Santa Fe Sport 2.0L Turbo Ultimate,2018,115340,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,18200,21620.21
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,284357,Diesel,325.0,6.0,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,11830,13556.09
Chevrolet,Malibu 1LT,2017,86905,Gasoline,160.0,1.5,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,14560,15174.06
Outra,Element EX,2008,196340,Gasoline,166.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,9555,8224.87
Ford,Shelby GT350R Base,2018,29773,Gasoline,526.0,5.2,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,70979,66692.87
Ford,Mustang GT,2010,140818,Gasoline,315.0,4.6,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,13559,15629.93
Ford,F-250 XLT,2019,53108,Diesel,450.0,6.7,8.0,Automatic,Black,Outra,None reported,Yes,53690,52560.11
BMW,528 i,2016,131966,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,15465,15879.94
Outra,4Runner Trail,2011,252667,Gasoline,270.0,4.0,6.0,DCT,Black,beige,None reported,Yes,21385,17944.63
Outra,2500 Tradesman,2020,65983,Gasoline,410.0,6.4,8.0,Automatic,white,Outra,None reported,No,41419,42662.4
Outra,Civic EX,2013,172200,Gasoline,140.0,1.8,4.0,Automatic,Outra,Black,None reported,Yes,12740,10998.24
Outra,Tacoma PreRunner,2011,239792,Gasoline,236.0,4.0,6.0,Automatic,Black,beige,None reported,Yes,17285,15830.23
Outra,Armada LE,2005,245055,Gasoline,305.0,5.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,6279,6197.0
Outra,Cayenne Turbo S,2014,251368,Gasoline,550.0,4.8,8.0,Automatic,Outra,Black,None reported,Yes,32760,29100.84
Outra,911 Carrera 4,2014,36532,Gasoline,350.0,3.4,6.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,77805,71069.91
Ford,F-350 XLT,2013,49890,E85 Flex Fuel,316.0,6.2,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,31850,31579.98
Outra,ProMaster 2500 High Roof,2018,16639,Gasoline,280.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,33661,36325.25
Outra,Panamera 2,2011,167372,Gasoline,300.0,3.6,6.0,Automatic,white,Black,None reported,Yes,19019,16324.48
Outra,Rover Range Rover P525 HSE SWB,2020,80305,Gasoline,518.0,5.0,8.0,DCT,white,Black,At least 1 accident or damage reported,Yes,58695,58188.72
Outra,A4 2.0T Premium quattro,2011,291291,Gasoline,211.0,2.0,4.0,Automatic,white,Black,None reported,Yes,5005,5753.96
BMW,X5 3.0i,2004,225308,Gasoline,225.0,3.0,6.0,DCT,Black,beige,None reported,Yes,6124,7101.42
Outra,RX 450h Base,2018,113909,Hybrid,308.0,3.5,6.0,CVT,Outra,Outra,None reported,Yes,32487,31105.61
Outra,Pathfinder S,2017,233355,Gasoline,284.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7735,10818.01
Outra,Outback Limited,2020,71777,Gasoline,182.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,25753,24661.48
Outra,Tundra Hybrid TRD Pro,2022,11265,Hybrid,437.0,3.4,6.0,Automatic,Outra,Outra,None reported,Yes,68705,66778.36
Chevrolet,Suburban Z71,2022,30899,Gasoline,420.0,6.2,8.0,Automatic,white,Black,None reported,Yes,63509,64720.19
Outra,LX 570 Three-Row,2021,77731,Gasoline,383.0,5.7,8.0,Automatic,white,Outra,None reported,Yes,74620,70280.73
Outra,Maxima SV,2014,188293,Gasoline,290.0,3.5,6.0,DCT,white,Black,At least 1 accident or damage reported,Yes,9919,12102.44
Outra,Telluride EX X-Line,2023,16737,Gasoline,291.0,3.8,6.0,Automatic,Outra,Outra,None reported,Yes,43680,42414.15
Chevrolet,Silverado 1500 W/T,2006,179004,Gasoline,195.0,4.3,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,3640,5369.22
Outra,XJ Base,2013,180247,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,8008,11504.55
Outra,RAV4 TRD Off Road,2020,74834,Gasoline,203.0,2.5,4.0,Automatic,white,Black,None reported,Yes,32032,30432.99
Outra,H2 Base,2008,102596,Gasoline,393.0,6.2,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,50050,40483.93
Outra,Romeo Stelvio Base,2018,80467,Gasoline,280.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,25025,25768.45
Ford,F-150 Lariat,2021,53237,Gasoline,325.0,2.7,6.0,Automatic,white,Black,None reported,Yes,43544,44279.47
Chevrolet,Suburban Premier,2017,149231,Gasoline,355.0,5.3,8.0,Automatic,white,Black,None reported,Yes,31759,30585.29
Outra,Q50 3.0t Red Sport 400,2018,83444,Gasoline,400.0,3.0,6.0,DCT,Black,Black,None reported,Yes,26299,33169.94
Mercedes-Benz,Sprinter High Roof,2015,2414,Diesel,188.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,35945,34854.27
Mercedes-Benz,S-Class S 560 4MATIC,2020,35406,Gasoline,463.0,4.0,8.0,Automatic,white,beige,None reported,Yes,63245,61945.47
Outra,IS 250 Base,2007,305594,Gasoline,204.0,2.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,3635,4854.0
Outra,Ghibli Base,2015,117482,Gasoline,345.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,16379,18360.53
Mercedes-Benz,SL-Class SL 550,2011,66488,Gasoline,382.0,5.5,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,28209,28388.12
Outra,GX 470 Base,2006,244620,Gasoline,263.0,4.7,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12735,11694.16
Outra,Lancer GTS,2009,299278,Gasoline,168.0,2.4,4.0,CVT,Outra,Outra,At least 1 accident or damage reported,Yes,4641,4763.99
BMW,750 i xDrive,2020,40407,Gasoline,523.0,4.4,8.0,Automatic,Black,Black,None reported,No,60060,58172.26
Chevrolet,Colorado LT Crew Cab,2009,223699,Gasoline,300.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,13195,11593.49
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,46277,Gasoline,385.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,55828,50805.85
Outra,Telluride S,2023,10337,Gasoline,291.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,38675,39752.42
BMW,ALPINA B7 Base,2015,138404,Gasoline,540.0,4.4,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,26390,28623.68
Outra,Rover Range Rover Sport Supercharged Dynamic,2018,93503,Gasoline,518.0,5.0,8.0,Automatic,Outra,Black,None reported,Yes,48684,49749.18
Outra,GranTurismo MC,2018,28968,Gasoline,454.0,4.7,8.0,DCT,Outra,Black,None reported,Yes,60970,58981.51
Outra,Ram 2500 SLT Quad Cab,2003,183465,Gasoline,345.0,5.7,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,9737,10506.66
Outra,Sorento SXL,2019,70570,Gasoline,290.0,3.3,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27300,27949.65
Ford,Ranger XLT,2021,143232,Gasoline,270.0,2.3,4.0,Automatic,Black,Black,None reported,Yes,30940,29376.82
BMW,X5 PHEV xDrive45e,2022,51258,Plug-In Hybrid,389.0,3.0,6.0,DCT,white,Black,None reported,Yes,55055,54912.07
Outra,Continental Reserve,2017,91485,Gasoline,335.0,2.7,6.0,DCT,white,beige,None reported,Yes,26390,29850.3
Outra,CTS Base,2005,151439,Gasoline,255.0,3.6,6.0,Manual,white,beige,None reported,Yes,5550,8914.27
Chevrolet,Suburban Premier,2019,170055,Gasoline,355.0,5.3,8.0,Automatic,Black,beige,None reported,Yes,35490,35728.65
Mercedes-Benz,GL-Class GL 550 4MATIC,2015,209215,Gasoline,429.0,4.7,8.0,Automatic,Outra,Black,None reported,Yes,22295,24217.77
Outra,Cube 1.8 S,2010,116677,Gasoline,122.0,1.8,4.0,Manual,Outra,Black,None reported,Yes,6142,7515.9
Outra,Firebird Base,2001,178637,Gasoline,200.0,3.8,6.0,Automatic,white,Outra,None reported,Yes,10010,9590.76
Outra,370Z Touring,2009,60350,Gasoline,332.0,3.7,6.0,Manual,Outra,Outra,None reported,Yes,19565,23601.32
Outra,300 Touring,2005,191512,Gasoline,250.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,3185,4986.96
Outra,Sonata Hybrid Limited,2022,49190,Hybrid,192.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,26390,28234.04
Ford,F-350 King Ranch,2015,148737,Diesel,440.0,6.7,8.0,Automatic,white,Outra,None reported,Yes,47229,44442.5
Chevrolet,Camaro 2SS,2018,68848,Gasoline,455.0,6.2,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,37401,38175.16
Outra,MKX Base,2010,251058,Gasoline,265.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5369,6316.3
Outra,LS 430 Base,2006,273588,Gasoline,278.0,4.3,8.0,Automatic,Outra,Outra,None reported,Yes,6825,7278.72
Outra,GV70 3.5T Sport,2023,8690,Gasoline,375.0,3.5,6.0,Automatic,Outra,beige,None reported,No,54600,54900.47
Outra,TSX Technology,2011,302368,Gasoline,201.0,2.4,4.0,Automatic,Outra,beige,None reported,Yes,5005,5594.41
Outra,Genesis Coupe 3.8 Base,2016,72908,Gasoline,348.0,3.8,6.0,Automatic,white,Black,None reported,Yes,19109,21842.67
Outra,RX 350 F Sport,2016,131001,Gasoline,295.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,23660,23094.12
Outra,Wrangler Unlimited Sport,2016,108629,Gasoline,285.0,3.6,6.0,Manual,Outra,Black,None reported,Yes,25025,24308.23
Outra,Odyssey Elite,2019,131966,Gasoline,280.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,29549,29208.04
Mercedes-Benz,CLS-Class CLS 550,2012,127138,Gasoline,402.0,4.6,8.0,Automatic,Black,Black,None reported,Yes,18199,17920.45
Outra,Romeo Stelvio Quadrifoglio,2019,42648,Gasoline,505.0,2.9,6.0,Automatic,Outra,Black,None reported,Yes,49049,49927.49
Ford,Excursion Limited,2004,122572,Diesel,325.0,6.0,8.0,Automatic,Outra,Outra,None reported,Yes,18655,19789.71
Outra,Romeo Giulia Base,2020,48280,Gasoline,280.0,2.0,4.0,Automatic,Black,Outra,None reported,Yes,26299,28780.52
Outra,Frontier SV,2013,107826,Gasoline,261.0,4.0,6.0,Automatic,Outra,Outra,None reported,Yes,14105,16269.74
Outra,Tiguan 2.0T SE,2022,17703,Gasoline,184.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,25389,27925.31
Ford,Bronco Outer Banks Advanced,2023,5472,Gasoline,275.0,2.3,4.0,Automatic,Outra,Outra,None reported,Yes,51870,49791.07
Outra,ES 350 Base,2010,182661,Gasoline,272.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,10010,10006.4
BMW,X1 sDrive28i,2022,69202,Gasoline,228.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,32532,31851.35
Outra,Q7 45 Premium Plus,2021,109435,Gasoline,248.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,33214,31181.2
Outra,370Z Base,2013,171717,Gasoline,332.0,3.7,6.0,Manual,Outra,Black,None reported,Yes,15925,16338.84
Outra,Cayenne Turbo,2017,113942,Gasoline,520.0,4.8,8.0,DCT,white,Black,None reported,Yes,48229,46361.23
Outra,GX 460 Premium,2017,187167,Gasoline,301.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,29074,27291.84
BMW,750 i,2009,120057,Gasoline,400.0,4.4,8.0,Automatic,white,Outra,None reported,Yes,13650,16481.77
Outra,Ram 2500 SLT Mega Cab,2007,157272,Diesel,350.0,6.7,6.0,Automatic,Outra,Outra,None reported,Yes,18198,20102.61
Outra,ATS 2.5L,2013,101665,Gasoline,202.0,2.5,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11825,13539.85
Mercedes-Benz,E-Class E 350 4MATIC,2010,138598,Gasoline,268.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,12376,12202.18
BMW,540 i xDrive,2019,33796,Gasoline,335.0,3.0,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,38220,42567.41
Ford,C-Max Energi SE,2017,108602,Plug-In Hybrid,188.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,10464,11640.02
Outra,Sierra 1500 SLT,2016,160130,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,25475,26350.85
Outra,Cooper S Clubman Base,2009,221446,Gasoline,172.0,1.6,4.0,Manual,Outra,Black,None reported,Yes,6261,5583.04
Outra,Firebird Trans Am,2001,102998,Gasoline,310.0,5.7,8.0,Manual,Outra,beige,None reported,Yes,19110,18049.65
Outra,NV200 SV,2017,26876,Gasoline,131.0,2.0,4.0,Automatic,white,Black,None reported,Yes,24115,22171.88
Outra,Wrangler Unlimited Sport S,2018,27359,Gasoline,285.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,35035,36240.24
Outra,Hardtop Cooper,2014,31704,Gasoline,189.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,12285,15128.64
Mercedes-Benz,E-Class E 350 4MATIC,2010,109114,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,12739,12315.39
Outra,Acadia SLT-1,2016,191512,Gasoline,281.0,3.6,6.0,Automatic,Outra,Outra,None reported,Yes,11375,12916.17
Outra,Panamera 4 Edition,2016,109435,Gasoline,310.0,3.6,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,29984,27234.22
BMW,330 i xDrive,2018,119705,Gasoline,248.0,2.0,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,20925,22676.19
Chevrolet,Traverse RS,2023,9656,Gasoline,310.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,44135,46891.31
Outra,Outlander Sport ES,2015,158335,Gasoline,166.0,2.4,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,9555,10004.02
Ford,Mustang GT Premium,2011,119896,Gasoline,412.0,5.0,8.0,Manual,Black,Black,None reported,Yes,20020,21892.64
Outra,G80 3.8,2017,47830,Gasoline,311.0,3.8,6.0,Automatic,Outra,beige,None reported,Yes,26845,28097.26
Mercedes-Benz,GLK-Class GLK 350,2014,299338,Gasoline,302.0,3.5,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,9100,10608.4
Outra,Sequoia Limited,2005,138404,Gasoline,282.0,4.7,8.0,Automatic,Outra,Outra,None reported,Yes,20475,17168.66
Outra,Evora 400 Base,2017,31624,Gasoline,400.0,3.5,6.0,Manual,Outra,Outra,None reported,Yes,63018,56476.74
Outra,Eclipse GS,2008,304971,Gasoline,162.0,2.4,4.0,Manual,Outra,Black,None reported,Yes,5460,5613.99
BMW,428 i,2014,114263,Gasoline,240.0,2.0,4.0,DCT,white,Black,At least 1 accident or damage reported,Yes,15197,16220.31
Outra,Sequoia Limited,2006,306831,Gasoline,273.0,4.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,8099,8597.82
Outra,RDX Base,2018,110119,Gasoline,279.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,21385,23784.95
Outra,911 Carrera C2S,2005,167372,Gasoline,355.0,3.8,6.0,Manual,Outra,Black,None reported,Yes,40768,28158.85
Chevrolet,Corvette Base,2007,6515,Gasoline,400.0,6.0,8.0,Manual,Outra,Outra,None reported,Yes,34580,34567.23
Outra,Grecale Modena,2023,3541,Hybrid,325.0,2.0,4.0,DCT,Black,Outra,None reported,Yes,68250,64817.65
Outra,LC 500 Base,2018,98170,Gasoline,471.0,5.0,8.0,DCT,Black,Black,None reported,Yes,59150,53605.94
Ford,Expedition Max XLT,2020,107942,Gasoline,375.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,35035,36318.84
BMW,X6 sDrive35i,2016,113591,Gasoline,300.0,3.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,31850,28315.84
Outra,Juke SV,2011,221257,Gasoline,188.0,1.6,4.0,CVT,white,Outra,None reported,Yes,2912,5171.01
Outra,Escalade ESV Platinum Edition,2013,191512,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Black,Black,None reported,No,18655,18882.87
BMW,440 Gran Coupe i,2018,63247,Gasoline,320.0,3.0,6.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,28892,31945.15
Mercedes-Benz,C-Class C 63 AMG,2014,67592,Gasoline,451.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,40950,38106.51
Outra,CX-9 Grand Touring,2010,249448,Gasoline,273.0,3.7,6.0,Automatic,Outra,Black,None reported,Yes,7553,7747.99
Outra,Santa Fe SEL Plus 2.4,2019,79663,Gasoline,185.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,25480,25418.51
Outra,911 Carrera,2005,74352,Gasoline,325.0,3.6,6.0,Manual,Outra,Black,None reported,Yes,45499,43055.42
Outra,Wrangler Sport,2016,65983,Gasoline,285.0,3.6,6.0,Automatic,white,Black,None reported,Yes,22750,25263.27
Outra,Macan S,2016,74352,Gasoline,340.0,3.0,6.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,37765,34631.54
Mercedes-Benz,G-Class G 550 4MATIC,2017,37258,Gasoline,416.0,4.0,8.0,Automatic,Outra,Black,None reported,Yes,76895,67102.32
Outra,Cooper S Base,2007,72420,Gasoline,172.0,1.6,4.0,Manual,Outra,Black,None reported,Yes,7189,12362.12
Outra,Tacoma PreRunner,2013,104607,Gasoline,159.0,2.7,4.0,Automatic,Outra,Outra,None reported,Yes,18655,15711.65
Chevrolet,S-10 LS,2000,214864,E85 Flex Fuel,120.0,2.2,4.0,Automatic,Outra,Black,None reported,Yes,4095,6593.73
Outra,XK Base,2013,89640,Gasoline,385.0,5.0,8.0,Automatic,Black,Black,None reported,Yes,24752,24846.54
Outra,TT 1.8T,2004,127943,Gasoline,180.0,1.8,4.0,Automatic,Outra,Black,None reported,Yes,10920,10353.8
