Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto,Data_Pedido,Data_Resposta,rating
BMW,ALPINA B7 Base,2013,59143,Gasoline,445.0,4.4,8.0,Automatic,Black,Black,None reported,Yes,32759,36874,2022-10-22,2022-10-25,6.3
Outra,1500 Rebel,2019,74030,Hybrid,305.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,34489,32389,2023-08-06,2023-08-08,9.9
Outra,G90 5.0 Ultimate,2017,41843,Gasoline,420.0,5.0,8.0,DCT,white,beige,None reported,Yes,30576,33065,2023-03-06,2023-03-10,8.2
Outra,Arnage R,2003,88594,Gasoline,400.0,6.75,8.0,Automatic,Outra,Outra,None reported,Yes,31845,31979,2022-06-17,2022-06-18,9.0
Ford,Bronco Base,2022,9978,Gasoline,275.0,2.3,4.0,Manual,Black,Black,None reported,Yes,44590,45009,2022-06-26,2022-06-27,7.2
Outra,LS 430 Base,2002,67592,Gasoline,290.0,4.3,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,14559,15517,2022-11-01,2022-11-02,2.2
Mercedes-Benz,E-Class E 350,2016,93945,Gasoline,302.0,3.5,6.0,Automatic,white,beige,None reported,Yes,22749,24101,2022-09-18,2022-09-19,7.3
Chevrolet,Corvette Stingray w/1LT,2021,16737,Gasoline,490.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,66339,67880,2023-07-19,2023-07-21,3.2
BMW,525 i,2005,147126,Gasoline,215.0,2.5,6.0,Automatic,Black,Black,None reported,Yes,8099,8172,2022-04-14,2022-04-17,1.3
Mercedes-Benz,AMG C 63 Base,2017,45704,Gasoline,469.0,4.0,8.0,Automatic,Outra,Black,None reported,Yes,50596,54768,2023-05-28,2023-05-30,7.4
Outra,Cayenne S,2015,199559,Gasoline,420.0,3.6,6.0,Automatic,white,beige,None reported,Yes,22750,23846,2023-08-03,2023-08-06,3.4
BMW,528 i xDrive,2016,215652,Gasoline,240.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12285,12704,2022-09-25,2022-09-28,8.6
Outra,FJ Cruiser Base,2014,148060,Gasoline,260.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,25025,25393,2022-01-04,2022-01-05,4.3
Chevrolet,Traverse RS,2021,71411,Gasoline,310.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,32760,34950,2022-03-31,2022-04-04,4.4
Outra,SC 430 Base,2002,144036,Gasoline,300.0,4.3,8.0,Automatic,Black,Black,None reported,Yes,14559,14280,2023-10-26,2023-10-29,8.6
Outra,350Z Enthusiast,2007,188293,Gasoline,306.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,9077,9634,2023-04-27,2023-04-30,9.7
Outra,Crosstrek 2.0i Premium,2017,80485,Gasoline,148.0,2.0,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,19560,18443,2022-12-07,2022-12-08,2.7
Mercedes-Benz,SL-Class SL600 Roadster,2007,125851,Gasoline,510.0,5.5,12.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,20929,26123,2022-06-26,2022-06-30,7.2
Chevrolet,Suburban 1500 LTZ,2010,261794,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,10920,11351,2023-02-20,2023-02-24,1.7
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,7387,Gasoline,188.0,2.0,4.0,Automatic,white,Black,None reported,Yes,58240,48186,2023-07-27,2023-07-29,4.1
Outra,Durango SRT,2020,57936,Gasoline,475.0,6.4,8.0,Automatic,Outra,Outra,None reported,Yes,56420,58423,2022-07-04,2022-07-07,8.0
Outra,RX 350 Base,2021,8111,Gasoline,295.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,44499,43201,2023-05-14,2023-05-15,9.3
Mercedes-Benz,Maybach S S 600,2016,174614,Gasoline,523.0,6.0,12.0,Automatic,white,beige,None reported,Yes,57785,49724,2023-03-02,2023-03-05,9.5
BMW,M3 Base,2002,96971,Gasoline,333.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,26162,23837,2023-10-15,2023-10-19,6.8
Outra,Escalade Premium Luxury,2021,18441,Gasoline,420.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,80899,76121,2022-06-18,2022-06-21,9.9
Ford,Expedition Max XLT,2018,170066,Gasoline,375.0,3.5,6.0,Automatic,white,beige,None reported,Yes,31845,29733,2022-03-11,2022-03-12,6.6
Outra,CTS Premium,2013,168981,Gasoline,318.0,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,10920,12463,2023-06-19,2023-06-22,7.3
Outra,Navigator Reserve,2020,109435,Gasoline,450.0,3.5,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,50959,48364,2022-12-25,2022-12-29,3.3
Outra,S2000 Base,2000,43291,Gasoline,240.0,2.0,4.0,Manual,Outra,Outra,None reported,Yes,31850,27880,2022-08-08,2022-08-11,1.4
BMW,M240 i,2018,98170,Gasoline,335.0,3.0,6.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,30940,30767,2023-05-13,2023-05-14,4.2
Outra,Gladiator Rubicon,2022,14153,Gasoline,285.0,3.6,6.0,Automatic,white,Black,None reported,Yes,49140,47559,2022-06-24,2022-06-25,8.6
Outra,Lancer DE,2009,230693,Gasoline,152.0,2.0,4.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,2730,3512,2022-10-25,2022-10-28,9.9
BMW,M4 Base,2015,38141,Gasoline,425.0,3.0,6.0,DCT,Black,Black,None reported,Yes,38948,43043,2022-01-09,2022-01-11,5.5
Ford,F-350 Lariat,2015,260714,Diesel,440.0,6.7,8.0,DCT,Outra,beige,None reported,Yes,29120,32066,2023-01-22,2023-01-26,4.6
Outra,Solstice GXP,2007,12553,Gasoline,260.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,17290,22312,2023-02-27,2023-03-01,5.4
Chevrolet,Corvette Z06,2006,33796,Gasoline,505.0,7.0,8.0,Manual,Outra,Black,None reported,Yes,43225,46267,2022-03-12,2022-03-15,1.4
Outra,MDX 3.5L Technology Package,2014,179683,Gasoline,290.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,15925,15216,2023-07-26,2023-07-28,7.0
Outra,Dakota Big Horn/Lone Star,2010,276846,Gasoline,210.0,3.7,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,6825,6696,2023-02-25,2023-02-26,2.8
Outra,Veloster Turbo R-Spec,2014,205996,Gasoline,201.0,1.6,4.0,Manual,Outra,Outra,None reported,Yes,10010,10917,2022-10-24,2022-10-27,9.9
Outra,Macan S,2016,80467,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,32760,32185,2023-07-16,2023-07-17,5.8
Outra,300C Base,2013,140818,Gasoline,292.0,3.6,6.0,Automatic,white,beige,None reported,Yes,12512,12563,2023-01-31,2023-02-03,1.5
BMW,X5 xDrive35i,2014,230539,Gasoline,300.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,11829,13054,2022-03-11,2022-03-13,1.4
BMW,335 is,2012,139416,Gasoline,320.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,19105,18911,2023-09-21,2023-09-24,2.3
Chevrolet,Silverado 1500 RST,2020,30899,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,63699,56832,2022-09-13,2022-09-16,1.0
BMW,M5 Base,2018,32992,Gasoline,600.0,4.4,8.0,Automatic,Outra,Black,None reported,Yes,60970,60116,2022-12-10,2022-12-11,3.3
Outra,Genesis 4.6,2010,246764,Gasoline,378.0,4.6,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,9100,9943,2023-02-05,2023-02-07,7.8
Outra,E-PACE 300 Sport,2021,37981,Hybrid,296.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,39129,38330,2023-06-15,2023-06-16,9.6
Outra,Grand Cherokee Laredo,2011,158775,Gasoline,360.0,5.7,8.0,Automatic,white,Outra,None reported,Yes,13645,14002,2023-06-26,2023-06-28,1.8
Outra,Land Cruiser Base,2008,281635,Gasoline,381.0,5.7,8.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,34489,24814,2023-03-09,2023-03-10,3.3
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,118287,Gasoline,241.0,2.0,4.0,Automatic,white,Black,None reported,Yes,17290,17116,2023-01-11,2023-01-13,8.0
BMW,M3 Base,2006,153612,Gasoline,333.0,3.2,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,38220,31500,2023-12-03,2023-12-06,7.6
Outra,Accent GLS,2014,205901,Gasoline,138.0,1.6,4.0,Automatic,Outra,Outra,None reported,Yes,6825,8374,2022-04-30,2022-05-04,10.0
BMW,335 is,2011,131966,Gasoline,320.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,18200,18814,2023-05-05,2023-05-08,7.0
Outra,Camry Solara SLE,2008,117482,Gasoline,210.0,3.3,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,10465,9947,2022-01-23,2022-01-25,2.7
Ford,F-250 Lariat,2017,81722,Diesel,440.0,6.7,8.0,Automatic,white,Black,None reported,Yes,55510,48631,2022-02-19,2022-02-20,4.9
Outra,Escalade ESV Premium Luxury,2021,85567,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,74165,70967,2022-01-31,2022-02-04,2.9
Outra,Sonata Hybrid Base,2012,247839,Hybrid,206.0,2.4,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7735,8096,2022-04-11,2022-04-15,5.4
Outra,Forte GT-Line,2021,39484,Gasoline,147.0,2.0,4.0,CVT,white,Black,None reported,Yes,19929,20808,2023-12-09,2023-12-13,2.1
Outra,350Z NISMO,2008,123115,Gasoline,306.0,3.5,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,25480,20276,2022-05-20,2022-05-24,4.3
Outra,718 Cayman GTS,2018,26200,Gasoline,365.0,2.5,4.0,DCT,Outra,Black,None reported,Yes,77805,69336,2022-09-20,2022-09-23,8.5
Outra,F-PACE SVR,2020,62443,Gasoline,550.0,5.0,8.0,DCT,Black,Black,None reported,Yes,52325,54943,2022-05-24,2022-05-25,4.3
Outra,Mark LT Base,2006,140818,Gasoline,300.0,5.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11829,12665,2023-10-23,2023-10-24,5.4
Mercedes-Benz,SL-Class SL500 Roadster,2004,74030,Gasoline,302.0,5.0,8.0,Automatic,white,Outra,None reported,Yes,17156,17447,2023-07-06,2023-07-07,4.9
Outra,Cooper S Base,2006,160291,Gasoline,168.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,5005,5468,2023-01-19,2023-01-22,3.5
Mercedes-Benz,E-Class E 350 4MATIC,2009,275198,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,4322,5580,2023-10-04,2023-10-05,5.6
Outra,Rover Range Rover Sport HSE,2013,178637,Gasoline,375.0,5.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,13650,16389,2023-06-09,2023-06-10,4.4
Outra,Town & Country LX,2009,118287,Gasoline,170.0,3.3,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7151,8473,2023-06-20,2023-06-21,1.1
Mercedes-Benz,SL-Class SL 550,2014,205191,Gasoline,429.0,4.7,8.0,DCT,white,Outra,None reported,Yes,26390,25791,2022-09-26,2022-09-27,2.1
BMW,i8 Base,2015,82077,Plug-In Hybrid,357.0,1.5,3.0,DCT,Outra,Outra,None reported,Yes,48230,49688,2023-10-08,2023-10-11,5.3
Outra,1500 Rebel,2020,92215,Gasoline,395.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,39585,40055,2022-06-04,2022-06-08,9.2
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,205996,Gasoline,353.0,6.0,8.0,Automatic,Outra,Black,None reported,Yes,21385,19993,2023-07-20,2023-07-21,9.0
Outra,Wrangler Sport,2002,166567,Gasoline,190.0,4.0,6.0,Manual,Outra,Outra,None reported,Yes,11375,11625,2022-10-29,2022-10-30,5.4
Ford,Bronco Wildtrak Advanced,2022,25106,Gasoline,315.0,2.7,6.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,62785,60779,2023-10-07,2023-10-11,1.3
Outra,RC F Base,2015,82720,Gasoline,467.0,5.0,8.0,Automatic,Outra,Outra,None reported,Yes,39130,39725,2023-09-03,2023-09-05,9.0
Ford,Mustang GT Premium,2019,57132,Gasoline,460.0,5.0,8.0,Automatic,white,Black,None reported,Yes,29393,34362,2023-10-16,2023-10-19,2.0
Outra,A8 4.0T,2014,154880,Gasoline,420.0,4.0,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,20475,22932,2022-10-10,2022-10-11,5.2
Ford,Mustang GT,2016,57936,Gasoline,435.0,5.0,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,28210,29489,2023-10-21,2023-10-22,8.9
Outra,Avalon Limited,2008,179120,Gasoline,268.0,3.5,6.0,DCT,Outra,beige,None reported,Yes,7189,8152,2022-04-21,2022-04-25,2.4
Outra,F-PACE 25t Premium,2019,46671,Gasoline,247.0,2.0,4.0,Automatic,white,Black,None reported,Yes,31395,29597,2022-07-27,2022-07-31,9.1
BMW,650 i,2009,56327,Gasoline,360.0,4.8,8.0,Automatic,Black,Black,None reported,Yes,16835,25820,2023-11-10,2023-11-13,5.9
Chevrolet,Corvette Base,2007,32509,Gasoline,400.0,6.0,8.0,Automatic,Outra,Outra,None reported,Yes,25025,28297,2023-04-18,2023-04-21,1.5
Outra,Santa Fe Sport 2.0L Turbo Ultimate,2018,115340,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,18200,21620,2022-10-23,2022-10-25,9.7
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,284357,Diesel,325.0,6.0,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,11830,13556,2023-03-23,2023-03-27,7.6
Chevrolet,Malibu 1LT,2017,86905,Gasoline,160.0,1.5,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,14560,15174,2022-02-23,2022-02-27,4.1
Outra,Element EX,2008,196340,Gasoline,166.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,9555,8224,2023-03-02,2023-03-06,2.9
Ford,Shelby GT350R Base,2018,29773,Gasoline,526.0,5.2,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,70979,66692,2023-02-04,2023-02-07,8.5
Ford,Mustang GT,2010,140818,Gasoline,315.0,4.6,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,13559,15629,2023-09-01,2023-09-03,5.1
Ford,F-250 XLT,2019,53108,Diesel,450.0,6.7,8.0,Automatic,Black,Outra,None reported,Yes,53690,52560,2022-05-09,2022-05-10,2.9
BMW,528 i,2016,131966,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,15465,15879,2022-11-17,2022-11-20,8.0
Outra,4Runner Trail,2011,252667,Gasoline,270.0,4.0,6.0,DCT,Black,beige,None reported,Yes,21385,17944,2022-05-01,2022-05-05,8.2
Outra,2500 Tradesman,2020,65983,Gasoline,410.0,6.4,8.0,Automatic,white,Outra,None reported,No,41419,42662,2022-02-08,2022-02-11,2.5
Outra,Civic EX,2013,172200,Gasoline,140.0,1.8,4.0,Automatic,Outra,Black,None reported,Yes,12740,10998,2022-12-16,2022-12-18,7.3
Outra,Tacoma PreRunner,2011,239792,Gasoline,236.0,4.0,6.0,Automatic,Black,beige,None reported,Yes,17285,15830,2023-09-16,2023-09-20,9.1
Outra,Armada LE,2005,245055,Gasoline,305.0,5.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,6279,6197,2022-05-13,2022-05-16,8.8
Outra,Cayenne Turbo S,2014,251368,Gasoline,550.0,4.8,8.0,Automatic,Outra,Black,None reported,Yes,32760,29100,2023-09-05,2023-09-09,4.4
Outra,911 Carrera 4,2014,36532,Gasoline,350.0,3.4,6.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,77805,71069,2023-08-31,2023-09-04,5.2
Ford,F-350 XLT,2013,49890,E85 Flex Fuel,316.0,6.2,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,31850,31579,2023-04-27,2023-05-01,2.9
Outra,ProMaster 2500 High Roof,2018,16639,Gasoline,280.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,33661,36325,2023-05-05,2023-05-08,8.3
Outra,Panamera 2,2011,167372,Gasoline,300.0,3.6,6.0,Automatic,white,Black,None reported,Yes,19019,16324,2023-05-11,2023-05-14,8.0
Outra,Rover Range Rover P525 HSE SWB,2020,80305,Gasoline,518.0,5.0,8.0,DCT,white,Black,At least 1 accident or damage reported,Yes,58695,58188,2023-03-17,2023-03-20,4.7
Outra,A4 2.0T Premium quattro,2011,291291,Gasoline,211.0,2.0,4.0,Automatic,white,Black,None reported,Yes,5005,5753,2022-07-07,2022-07-08,3.4
BMW,X5 3.0i,2004,225308,Gasoline,225.0,3.0,6.0,DCT,Black,beige,None reported,Yes,6124,7101,2023-09-06,2023-09-10,2.8
Outra,RX 450h Base,2018,113909,Hybrid,308.0,3.5,6.0,CVT,Outra,Outra,None reported,Yes,32487,31105,2022-06-04,2022-06-07,3.7
Outra,Pathfinder S,2017,233355,Gasoline,284.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7735,10818,2022-10-31,2022-11-03,8.2
Outra,Outback Limited,2020,71777,Gasoline,182.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,25753,24661,2022-11-16,2022-11-17,5.9
Outra,Tundra Hybrid TRD Pro,2022,11265,Hybrid,437.0,3.4,6.0,Automatic,Outra,Outra,None reported,Yes,68705,66778,2023-01-24,2023-01-26,2.9
Chevrolet,Suburban Z71,2022,30899,Gasoline,420.0,6.2,8.0,Automatic,white,Black,None reported,Yes,63509,64720,2022-01-03,2022-01-04,1.3
Outra,LX 570 Three-Row,2021,77731,Gasoline,383.0,5.7,8.0,Automatic,white,Outra,None reported,Yes,74620,70280,2022-07-23,2022-07-24,3.1
Outra,Maxima SV,2014,188293,Gasoline,290.0,3.5,6.0,DCT,white,Black,At least 1 accident or damage reported,Yes,9919,12102,2023-05-18,2023-05-19,3.1
Outra,Telluride EX X-Line,2023,16737,Gasoline,291.0,3.8,6.0,Automatic,Outra,Outra,None reported,Yes,43680,42414,2023-01-18,2023-01-20,5.4
Chevrolet,Silverado 1500 W/T,2006,179004,Gasoline,195.0,4.3,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,3640,5369,2022-07-11,2022-07-12,5.8
Outra,XJ Base,2013,180247,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,8008,11504,2022-09-30,2022-10-04,10.0
Outra,RAV4 TRD Off Road,2020,74834,Gasoline,203.0,2.5,4.0,Automatic,white,Black,None reported,Yes,32032,30432,2022-01-18,2022-01-20,5.1
Outra,H2 Base,2008,102596,Gasoline,393.0,6.2,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,50050,40483,2022-09-14,2022-09-18,6.8
Outra,Romeo Stelvio Base,2018,80467,Gasoline,280.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,25025,25768,2023-06-08,2023-06-12,3.6
Ford,F-150 Lariat,2021,53237,Gasoline,325.0,2.7,6.0,Automatic,white,Black,None reported,Yes,43544,44279,2023-02-17,2023-02-20,3.3
Chevrolet,Suburban Premier,2017,149231,Gasoline,355.0,5.3,8.0,Automatic,white,Black,None reported,Yes,31759,30585,2022-02-13,2022-02-16,1.5
Outra,Q50 3.0t Red Sport 400,2018,83444,Gasoline,400.0,3.0,6.0,DCT,Black,Black,None reported,Yes,26299,33169,2022-12-02,2022-12-06,4.2
Mercedes-Benz,Sprinter High Roof,2015,2414,Diesel,188.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,35945,34854,2022-02-21,2022-02-25,3.9
Mercedes-Benz,S-Class S 560 4MATIC,2020,35406,Gasoline,463.0,4.0,8.0,Automatic,white,beige,None reported,Yes,63245,61945,2022-01-16,2022-01-19,7.9
Outra,IS 250 Base,2007,305594,Gasoline,204.0,2.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,3635,4854,2023-08-31,2023-09-04,2.2
Outra,Ghibli Base,2015,117482,Gasoline,345.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,16379,18360,2023-10-01,2023-10-03,4.2
Mercedes-Benz,SL-Class SL 550,2011,66488,Gasoline,382.0,5.5,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,28209,28388,2023-02-26,2023-02-28,8.6
Outra,GX 470 Base,2006,244620,Gasoline,263.0,4.7,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12735,11694,2022-02-27,2022-03-01,3.8
Outra,Lancer GTS,2009,299278,Gasoline,168.0,2.4,4.0,CVT,Outra,Outra,At least 1 accident or damage reported,Yes,4641,4763,2022-07-10,2022-07-13,7.0
BMW,750 i xDrive,2020,40407,Gasoline,523.0,4.4,8.0,Automatic,Black,Black,None reported,No,60060,58172,2022-10-10,2022-10-14,2.5
Chevrolet,Colorado LT Crew Cab,2009,223699,Gasoline,300.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,13195,11593,2023-04-11,2023-04-12,4.1
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,46277,Gasoline,385.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,55828,50805,2022-01-09,2022-01-13,3.3
Outra,Telluride S,2023,10337,Gasoline,291.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,38675,39752,2023-09-26,2023-09-27,6.5
BMW,ALPINA B7 Base,2015,138404,Gasoline,540.0,4.4,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,26390,28623,2022-07-10,2022-07-14,3.8
Outra,Rover Range Rover Sport Supercharged Dynamic,2018,93503,Gasoline,518.0,5.0,8.0,Automatic,Outra,Black,None reported,Yes,48684,49749,2022-02-04,2022-02-08,9.1
Outra,GranTurismo MC,2018,28968,Gasoline,454.0,4.7,8.0,DCT,Outra,Black,None reported,Yes,60970,58981,2023-01-23,2023-01-27,5.3
Outra,Ram 2500 SLT Quad Cab,2003,183465,Gasoline,345.0,5.7,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,9737,10506,2022-12-24,2022-12-25,7.7
Outra,Sorento SXL,2019,70570,Gasoline,290.0,3.3,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27300,27949,2023-08-30,2023-08-31,5.0
Ford,Ranger XLT,2021,143232,Gasoline,270.0,2.3,4.0,Automatic,Black,Black,None reported,Yes,30940,29376,2023-04-18,2023-04-22,7.2
BMW,X5 PHEV xDrive45e,2022,51258,Plug-In Hybrid,389.0,3.0,6.0,DCT,white,Black,None reported,Yes,55055,54912,2023-09-12,2023-09-13,8.6
Outra,Continental Reserve,2017,91485,Gasoline,335.0,2.7,6.0,DCT,white,beige,None reported,Yes,26390,29850,2022-07-19,2022-07-20,9.4
Outra,CTS Base,2005,151439,Gasoline,255.0,3.6,6.0,Manual,white,beige,None reported,Yes,5550,8914,2022-08-27,2022-08-31,2.2
Chevrolet,Suburban Premier,2019,170055,Gasoline,355.0,5.3,8.0,Automatic,Black,beige,None reported,Yes,35490,35728,2022-06-30,2022-07-03,8.7
Mercedes-Benz,GL-Class GL 550 4MATIC,2015,209215,Gasoline,429.0,4.7,8.0,Automatic,Outra,Black,None reported,Yes,22295,24217,2022-04-27,2022-04-29,4.8
Outra,Cube 1.8 S,2010,116677,Gasoline,122.0,1.8,4.0,Manual,Outra,Black,None reported,Yes,6142,7515,2022-04-21,2022-04-22,8.3
Outra,Firebird Base,2001,178637,Gasoline,200.0,3.8,6.0,Automatic,white,Outra,None reported,Yes,10010,9590,2022-03-13,2022-03-17,2.1
Outra,370Z Touring,2009,60350,Gasoline,332.0,3.7,6.0,Manual,Outra,Outra,None reported,Yes,19565,23601,2023-02-25,2023-03-01,2.6
Outra,300 Touring,2005,191512,Gasoline,250.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,3185,4986,2023-06-05,2023-06-07,9.0
Outra,Sonata Hybrid Limited,2022,49190,Hybrid,192.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,26390,28234,2023-02-18,2023-02-20,7.6
Ford,F-350 King Ranch,2015,148737,Diesel,440.0,6.7,8.0,Automatic,white,Outra,None reported,Yes,47229,44442,2023-03-31,2023-04-03,5.0
Chevrolet,Camaro 2SS,2018,68848,Gasoline,455.0,6.2,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,37401,38175,2022-12-15,2022-12-16,4.5
Outra,MKX Base,2010,251058,Gasoline,265.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5369,6316,2023-05-28,2023-05-31,1.9
Outra,LS 430 Base,2006,273588,Gasoline,278.0,4.3,8.0,Automatic,Outra,Outra,None reported,Yes,6825,7278,2023-08-10,2023-08-11,3.4
Outra,GV70 3.5T Sport,2023,8690,Gasoline,375.0,3.5,6.0,Automatic,Outra,beige,None reported,No,54600,54900,2023-08-06,2023-08-07,4.5
Outra,TSX Technology,2011,302368,Gasoline,201.0,2.4,4.0,Automatic,Outra,beige,None reported,Yes,5005,5594,2022-07-16,2022-07-17,5.5
Outra,Genesis Coupe 3.8 Base,2016,72908,Gasoline,348.0,3.8,6.0,Automatic,white,Black,None reported,Yes,19109,21842,2023-12-22,2023-12-23,5.6
Outra,RX 350 F Sport,2016,131001,Gasoline,295.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,23660,23094,2023-02-08,2023-02-12,3.5
